recv_wall_ns,send_wall_ns,delay_ms,sim_s,seq,veh,edge,x,y,speed,bytes
1761732233194316000,1761732233192375000,1.941,108.000,961,veh23,-215198331#1,2864.360,1104.410,14.330,1259
1761732233194316000,1761732233192787000,1.529,108.000,962,veh25,:cluster_2155675797_7690529887_6,3035.130,1224.140,6.910,1259
1761732233194316000,1761732233193025000,1.291,108.000,963,veh27,824602327#1,3040.220,607.670,24.730,1259
1761732233194316000,1761732233193244000,1.072,108.000,964,veh28,117032948#6,1605.510,979.750,5.090,1259
1761732233194316000,1761732233193472000,0.844,108.000,965,veh3,:2245070913_2,1716.300,980.140,6.450,1259
1761732233194316000,1761732233193707000,0.609,108.000,966,veh5,1110915752#1,1468.780,910.320,9.040,1259
1761732233194316000,1761732233193975000,0.341,108.000,967,veh6,750322898#9,3003.300,1226.580,17.780,1259
1761732233194316000,1761732233194235000,0.081,108.000,968,veh7,157809622#0,1663.970,1391.730,10.740,1259
1761732233214563000,1761732233210172000,4.391,109.000,969,veh1,163910840#0,1708.660,1367.650,26.690,1327
1761732233214563000,1761732233210468000,4.095,109.000,970,veh10,:cluster_11230869801_1318436713_6,1084.050,1014.110,9.150,1327
1761732233214563000,1761732233210719000,3.844,109.000,971,veh11,823695811#11,2082.610,1266.090,24.080,1327
1761732233214563000,1761732233210952000,3.611,109.000,972,veh14,823695811#7,2507.340,1214.490,24.870,1327
1761732233214563000,1761732233211173000,3.390,109.000,973,veh15,215198324#2,2609.330,920.230,11.380,1327
1761732233214563000,1761732233211420000,3.143,109.000,974,veh17,-393925231#0,2550.730,948.260,13.960,1327
1761732233214563000,1761732233211691000,2.872,109.000,975,veh18,:cluster_3372041211_701248984_6,369.220,1328.410,8.020,1327
1761732233214563000,1761732233211912000,2.651,109.000,976,veh2,:2246017069_0,1098.220,1455.760,9.830,1327
1761732233214563000,1761732233212131000,2.432,109.000,977,veh20,-205615527#1,1123.630,1091.820,17.210,1327
1761732233214563000,1761732233212387000,2.176,109.000,978,veh23,-215198331#1,2875.230,1114.580,14.900,1327
1761732233214563000,1761732233212688000,1.875,109.000,979,veh25,:cluster_2155675797_7690529887_6,3032.340,1215.980,8.690,1327
1761732233214563000,1761732233212960000,1.603,109.000,980,veh27,824602327#1,3018.640,621.460,25.620,1327
1761732233214563000,1761732233213222000,1.341,109.000,981,veh28,117032948#6,1607.030,986.830,7.240,1327
1761732233214563000,1761732233213492000,1.071,109.000,982,veh29,419667591#0,1145.830,433.540,13.080,1327
1761732233214563000,1761732233213765000,0.798,109.000,983,veh3,215088893,1721.860,976.960,6.490,1327
1761732233214563000,1761732233214040000,0.523,109.000,984,veh5,1110915752#1,1468.350,905.770,4.570,1327
1761732233214563000,1761732233214264000,0.299,109.000,985,veh6,750322898#9,3017.300,1225.620,14.040,1327
1761732233214563000,1761732233214481000,0.082,109.000,986,veh7,:11037059031_2,1676.470,1388.070,13.020,1327
1761732233235730000,1761732233231567000,4.163,110.000,987,veh1,163910840#0,1686.400,1373.570,23.040,1315
1761732233235730000,1761732233231820000,3.910,110.000,988,veh10,1234759458,1077.110,1006.120,10.570,1315
1761732233235730000,1761732233232075000,3.655,110.000,989,veh11,823695811#12,2059.270,1271.880,24.050,1315
1761732233235730000,1761732233232337000,3.393,110.000,990,veh14,823695811#7,2482.790,1217.730,24.770,1315
1761732233235730000,1761732233232567000,3.163,110.000,991,veh15,215198324#2,2599.450,925.530,11.220,1315
1761732233235730000,1761732233232796000,2.934,110.000,992,veh17,-393925231#0,2564.320,943.560,14.380,1315
1761732233235730000,1761732233233033000,2.697,110.000,993,veh18,736935156#0,377.050,1324.030,9.030,1315
1761732233235730000,1761732233233262000,2.468,110.000,994,veh2,-1112792867#0,1098.210,1461.090,5.330,1315
1761732233235730000,1761732233233500000,2.230,110.000,995,veh20,-205615527#1,1126.710,1110.480,18.910,1315
1761732233235730000,1761732233233751000,1.979,110.000,996,veh23,:2246072637_6,2886.230,1125.600,15.590,1315
1761732233235730000,1761732233233965000,1.765,110.000,997,veh25,1099969560#2,3024.090,1212.150,9.730,1315
1761732233235730000,1761732233234181000,1.549,110.000,998,veh27,:10740538971_1,2997.270,634.730,25.150,1315
1761732233235730000,1761732233234401000,1.329,110.000,999,veh28,117032948#6,1608.890,995.740,9.110,1315
1761732233235730000,1761732233234627000,1.103,110.000,1000,veh29,419667591#1,1137.160,442.750,12.650,1315
1761732233235730000,1761732233234878000,0.852,110.000,1001,veh3,215088893,1729.580,974.100,8.230,1315
1761732233235730000,1761732233235139000,0.591,110.000,1002,veh5,:cluster_10198947913_11458349296_11458349297_3547295367_6,1465.590,899.480,7.020,1315
1761732233235730000,1761732233235389000,0.341,110.000,1003,veh6,750322898#9,3026.820,1224.960,9.540,1315
1761732233235730000,1761732233235640000,0.090,110.000,1004,veh7,157809622#1,1691.460,1384.050,15.520,1315
1761732233255909000,1761732233251477000,4.432,111.000,1005,veh1,163910840#0,1668.480,1378.340,18.540,1349
1761732233255909000,1761732233251712000,4.197,111.000,1006,veh10,1234759458,1068.900,996.560,12.610,1349
1761732233255909000,1761732233252009000,3.900,111.000,1007,veh11,823695811#12,2036.320,1278.340,23.850,1349
1761732233255909000,1761732233252274000,3.635,111.000,1008,veh14,823695811#7,2457.750,1222.480,25.490,1349
1761732233255909000,1761732233252502000,3.407,111.000,1009,veh15,215198324#2,2592.730,929.120,7.620,1349
1761732233255909000,1761732233252873000,3.036,111.000,1010,veh17,-393925231#0,2574.770,939.940,11.060,1349
1761732233255909000,1761732233253125000,2.784,111.000,1011,veh18,736935156#0,385.950,1318.180,10.660,1349
1761732233255909000,1761732233253361000,2.548,111.000,1012,veh2,:2246017072_0,1100.560,1462.450,3.310,1349
1761732233255909000,1761732233253614000,2.295,111.000,1013,veh20,-205615527#1,1130.100,1131.030,20.820,1349
1761732233255909000,1761732233253850000,2.059,111.000,1014,veh23,-215198331#0,2894.470,1137.700,14.660,1349
1761732233255909000,1761732233254113000,1.796,111.000,1015,veh25,1099969560#2,3012.620,1212.720,11.490,1349
1761732233255909000,1761732233254382000,1.527,111.000,1016,veh27,824602327#2,2977.590,645.830,22.600,1349
1761732233255909000,1761732233254613000,1.296,111.000,1017,veh28,117032948#6,1611.130,1006.520,11.000,1349
1761732233255909000,1761732233254877000,1.032,111.000,1018,veh29,419667591#1,1128.220,452.250,13.040,1349
1761732233255909000,1761732233255096000,0.813,111.000,1019,veh3,215088893,1739.720,970.350,10.820,1349
1761732233255909000,1761732233255383000,0.526,111.000,1020,veh5,:cluster_10198947913_11458349296_11458349297_3547295367_6,1457.320,894.870,9.590,1349
1761732233255909000,1761732233255612000,0.297,111.000,1021,veh6,:cluster_2155675797_7690529887_11,3030.620,1221.770,5.040,1349
1761732233255909000,1761732233255842000,0.067,111.000,1022,veh7,157809622#1,1708.110,1379.650,17.220,1349
1761732233276157000,1761732233271144000,5.013,112.000,1023,veh1,163910840#0,1654.790,1381.380,14.040,1306
1761732233276157000,1761732233271405000,4.752,112.000,1024,veh10,1234759458,1060.840,985.490,13.700,1306
1761732233276157000,1761732233271657000,4.500,112.000,1025,veh11,823695811#13,2013.000,1286.220,24.610,1306
1761732233276157000,1761732233271914000,4.243,112.000,1026,veh14,823695811#7,2433.110,1227.450,25.140,1306
1761732233276157000,1761732233272239000,3.918,112.000,1027,veh15,:2246072607_1,2589.190,931.620,4.350,1306
1761732233276157000,1761732233272466000,3.691,112.000,1028,veh17,:2246072607_6,2581.100,937.750,6.690,1306
1761732233276157000,1761732233272686000,3.471,112.000,1029,veh18,736935156#0,396.480,1311.260,12.600,1306
1761732233276157000,1761732233272928000,3.229,112.000,1030,veh2,1112792867#0,1101.390,1459.320,3.410,1306
1761732233276157000,1761732233273392000,2.765,112.000,1031,veh20,-205615527#1,1131.350,1154.080,23.090,1306
1761732233276157000,1761732233273771000,2.386,112.000,1032,veh23,-215198331#0,2900.220,1151.610,15.140,1306
1761732233276157000,1761732233274014000,2.143,112.000,1033,veh25,:7690529888_1,2998.930,1213.400,13.710,1306
1761732233276157000,1761732233274243000,1.914,112.000,1034,veh27,824602327#2,2961.800,654.650,18.100,1306
1761732233276157000,1761732233274797000,1.360,112.000,1035,veh28,117032948#6,1613.780,1019.190,12.940,1306
1761732233276157000,1761732233275059000,1.098,112.000,1036,veh29,419667591#1,1119.720,461.280,12.400,1306
1761732233276157000,1761732233275285000,0.872,112.000,1037,veh3,215088893,1751.710,965.790,12.820,1306
1761732233276157000,1761732233275513000,0.644,112.000,1038,veh5,1212211114#0,1447.520,895.280,9.990,1306
1761732233276157000,1761732233275788000,0.369,112.000,1039,veh6,:cluster_2155675797_7690529887_11,3030.300,1217.820,4.420,1306
1761732233276157000,1761732233276058000,0.099,112.000,1040,veh7,157809622#1,1726.340,1374.840,18.850,1306
1761732233296054000,1761732233291099000,4.955,113.000,1041,veh1,163910840#0,1645.270,1381.590,9.540,1358
1761732233296054000,1761732233291393000,4.661,113.000,1042,veh10,1234759458,1052.890,973.420,14.480,1358
1761732233296054000,1761732233291708000,4.346,113.000,1043,veh11,823695811#13,1994.040,1293.350,20.260,1358
1761732233296054000,1761732233291988000,4.066,113.000,1044,veh14,823695811#7,2408.960,1233.080,24.800,1358
1761732233296054000,1761732233292282000,3.772,113.000,1045,veh15,:2246072607_1,2589.190,931.630,0.000,1358
1761732233296054000,1761732233292511000,3.543,113.000,1046,veh17,:2246072607_6,2587.000,939.050,6.490,1358
1761732233296054000,1761732233292730000,3.324,113.000,1047,veh18,:3550392758_3,408.770,1303.190,14.720,1358
1761732233296054000,1761732233293086000,2.968,113.000,1048,veh2,:2246017069_6,1101.950,1454.530,4.870,1358
1761732233296054000,1761732233293385000,2.669,113.000,1049,veh20,-205615527#1,1132.390,1177.050,23.000,1358
1761732233296054000,1761732233293688000,2.366,113.000,1050,veh23,-215198331#0,2904.120,1165.500,14.420,1358
1761732233296054000,1761732233294149000,1.905,113.000,1051,veh25,823695811#0,2983.660,1214.160,15.280,1358
1761732233296054000,1761732233294374000,1.680,113.000,1052,veh27,824602327#2,2949.390,661.580,14.210,1358
1761732233296054000,1761732233294604000,1.450,113.000,1053,veh28,117032948#6,1616.820,1033.740,14.870,1358
1761732233296054000,1761732233294808000,1.246,113.000,1054,veh29,419667591#1,1111.140,470.400,12.520,1358
1761732233296054000,1761732233295023000,1.031,113.000,1055,veh3,215088893,1764.840,961.190,13.920,1358
1761732233296054000,1761732233295239000,0.815,113.000,1056,veh30,-215198291#1,1304.350,1321.400,0.000,1358
1761732233296054000,1761732233295454000,0.600,113.000,1057,veh5,1212211114#0,1436.200,898.750,11.840,1358
1761732233296054000,1761732233295705000,0.349,113.000,1058,veh6,1099969560#2,3025.260,1212.100,5.680,1358
1761732233296054000,1761732233295973000,0.081,113.000,1059,veh7,157809622#1,1747.050,1369.370,21.430,1358
1761732233317405000,1761732233311338000,6.067,114.000,1060,veh1,:1318414083_0,1634.410,1378.200,11.600,1359
1761732233317405000,1761732233311623000,5.782,114.000,1061,veh10,1234759458,1046.600,961.440,13.530,1359
1761732233317405000,1761732233311903000,5.502,114.000,1062,veh11,823695811#13,1978.610,1297.570,16.170,1359
1761732233317405000,1761732233312243000,5.162,114.000,1063,veh14,823695811#7,2384.990,1239.590,24.850,1359
1761732233317405000,1761732233312558000,4.847,114.000,1064,veh15,:2246072607_9,2588.130,933.320,2.000,1359
1761732233317405000,1761732233312856000,4.549,114.000,1065,veh17,-1150602221#1,2589.930,945.470,7.080,1359
1761732233317405000,1761732233313165000,4.240,114.000,1066,veh18,736935156#2,422.440,1294.560,16.180,1359
1761732233317405000,1761732233313458000,3.947,114.000,1067,veh2,:2246017069_6,1106.920,1450.670,6.450,1359
1761732233317405000,1761732233313707000,3.698,114.000,1068,veh20,-205615527#1,1132.640,1199.030,22.060,1359
1761732233317405000,1761732233314029000,3.376,114.000,1069,veh23,-215198331#0,2908.070,1179.490,14.540,1359
1761732233317405000,1761732233314287000,3.118,114.000,1070,veh25,823695811#0,2966.650,1214.990,17.030,1359
1761732233317405000,1761732233314606000,2.799,114.000,1071,veh27,824602327#2,2940.570,666.500,10.100,1359
1761732233317405000,1761732233314917000,2.488,114.000,1072,veh28,117032948#6,1620.260,1050.240,16.850,1359
1761732233317405000,1761732233315242000,2.163,114.000,1073,veh29,419667591#1,1102.470,479.600,12.640,1359
1761732233317405000,1761732233315549000,1.856,114.000,1074,veh3,215088893,1778.200,957.290,13.910,1359
1761732233317405000,1761732233315872000,1.533,114.000,1075,veh30,-215198291#1,1305.620,1320.910,1.360,1359
1761732233317405000,1761732233316254000,1.151,114.000,1076,veh5,1212211114#0,1422.550,902.920,14.280,1359
1761732233317405000,1761732233316510000,0.895,114.000,1077,veh6,1099969560#2,3018.120,1212.450,7.150,1359
1761732233317405000,1761732233316766000,0.639,114.000,1078,veh7,157809622#1,1768.690,1363.660,22.380,1359
1761732233336297000,1761732233330724000,5.573,115.000,1079,veh1,117032949#4,1622.420,1371.490,13.750,1359
1761732233336297000,1761732233331008000,5.289,115.000,1080,veh10,1234759458,1040.240,949.320,13.690,1359
1761732233336297000,1761732233331291000,5.006,115.000,1081,veh11,823695811#13,1966.970,1298.190,11.670,1359
1761732233336297000,1761732233331639000,4.658,115.000,1082,veh14,:12254690630_1,2360.190,1246.120,25.650,1359
1761732233336297000,1761732233331971000,4.326,115.000,1083,veh15,:2246072607_9,2587.190,937.330,4.190,1359
1761732233336297000,1761732233332270000,4.027,115.000,1084,veh17,-1150602221#1,2593.180,953.480,8.650,1359
1761732233336297000,1761732233332551000,3.746,115.000,1085,veh18,736935156#2,438.290,1284.650,18.700,1359
1761732233336297000,1761732233332872000,3.425,115.000,1086,veh2,-215198289#2,1113.040,1448.930,6.370,1359
1761732233336297000,1761732233333122000,3.175,115.000,1087,veh20,:2246072663_1,1128.320,1221.500,22.870,1359
1761732233336297000,1761732233333368000,2.929,115.000,1088,veh23,-215198331#0,2911.960,1193.060,14.120,1359
1761732233336297000,1761732233333663000,2.634,115.000,1089,veh25,823695811#0,2947.770,1215.490,18.890,1359
1761732233336297000,1761732233333947000,2.350,115.000,1090,veh27,824602327#2,2935.180,669.510,6.180,1359
1761732233336297000,1761732233334259000,2.038,115.000,1091,veh28,117032948#6,1624.100,1068.200,18.370,1359
1761732233336297000,1761732233334560000,1.737,115.000,1092,veh29,419667591#1,1094.380,488.200,11.810,1359
1761732233336297000,1761732233334854000,1.443,115.000,1093,veh3,215088893,1785.390,947.800,13.190,1359
1761732233336297000,1761732233335175000,1.122,115.000,1094,veh30,-215198291#1,1308.490,1319.790,3.080,1359
1761732233336297000,1761732233335527000,0.770,115.000,1095,veh5,1212211114#0,1406.790,907.750,16.490,1359
1761732233336297000,1761732233335854000,0.443,115.000,1096,veh6,1099969560#2,3009.560,1212.880,8.570,1359
1761732233336297000,1761732233336209000,0.088,115.000,1097,veh7,157809622#1,1787.200,1358.780,19.140,1359
1761732233356901000,1761732233351150000,5.751,116.000,1098,veh1,117032949#5,1607.350,1369.810,15.410,1433
1761732233356901000,1761732233351398000,5.503,116.000,1099,veh10,1234759458,1034.830,936.380,14.050,1433
1761732233356901000,1761732233351655000,5.246,116.000,1100,veh11,823695811#13,1959.810,1298.060,7.170,1433
1761732233356901000,1761732233351944000,4.957,116.000,1101,veh14,:11032161609_1,2336.140,1253.110,25.070,1433
1761732233356901000,1761732233352247000,4.654,116.000,1102,veh15,-1150602221#1,2588.870,942.850,5.790,1433
1761732233356901000,1761732233352519000,4.382,116.000,1103,veh17,-1150602221#1,2597.280,963.670,10.980,1433
1761732233356901000,1761732233352798000,4.103,116.000,1104,veh18,736935156#2,455.520,1273.880,20.320,1433
1761732233356901000,1761732233353102000,3.799,116.000,1105,veh2,-215198289#2,1121.700,1446.770,8.920,1433
1761732233356901000,1761732233353428000,3.473,116.000,1106,veh20,-205615527#0,1123.930,1244.180,23.110,1433
1761732233356901000,1761732233353759000,3.142,116.000,1107,veh23,-215198331#0,2914.600,1202.310,9.620,1433
1761732233356901000,1761732233354057000,2.844,116.000,1108,veh25,823695811#0,2927.300,1215.100,20.470,1433
1761732233356901000,1761732233354420000,2.481,116.000,1109,veh27,:11569011245_0,2931.620,674.120,5.920,1433
1761732233356901000,1761732233354775000,2.126,116.000,1110,veh28,117032948#6,1628.560,1088.680,20.960,1433
1761732233356901000,1761732233355073000,1.828,116.000,1111,veh29,419667591#1,1085.810,497.310,12.510,1433
1761732233356901000,1761732233355330000,1.571,116.000,1112,veh3,215088893,1789.950,935.380,13.220,1433
1761732233356901000,1761732233355718000,1.183,116.000,1113,veh30,-215198291#1,1312.650,1318.160,4.470,1433
1761732233356901000,1761732233356039000,0.862,116.000,1114,veh31,-354533630,1251.120,1370.460,16.090,1433
1761732233356901000,1761732233356284000,0.617,116.000,1115,veh5,1212211114#0,1388.810,913.260,18.820,1433
1761732233356901000,1761732233356523000,0.378,116.000,1116,veh6,:7690529888_1,2998.530,1213.420,11.050,1433
1761732233356901000,1761732233356805000,0.096,116.000,1117,veh7,157809622#1,1801.350,1355.040,14.640,1433
1761732233376456000,1761732233371686000,4.770,117.000,1118,veh1,117032949#6,1592.270,1377.380,17.140,1436
1761732233376456000,1761732233371914000,4.542,117.000,1119,veh10,1234759458,1029.990,923.370,13.880,1436
1761732233376456000,1761732233372166000,4.290,117.000,1120,veh11,:4322167194_0,1951.570,1295.940,8.640,1436
1761732233376456000,1761732233372350000,4.106,117.000,1121,veh14,:7690525281_1,2311.290,1257.260,25.200,1436
1761732233376456000,1761732233372532000,3.924,117.000,1122,veh15,-1150602221#1,2591.970,950.490,8.240,1436
1761732233376456000,1761732233372717000,3.739,117.000,1123,veh17,-1150602221#1,2601.780,976.430,13.530,1436
1761732233376456000,1761732233372943000,3.513,117.000,1124,veh18,736935156#2,474.490,1262.020,22.370,1436
1761732233376456000,1761732233373314000,3.142,117.000,1125,veh2,-215198289#2,1132.130,1444.180,10.750,1436
1761732233376456000,1761732233373662000,2.794,117.000,1126,veh20,:2246017020_7,1121.290,1266.550,22.650,1436
1761732233376456000,1761732233373910000,2.546,117.000,1127,veh23,-215198331#0,2916.120,1207.600,5.490,1436
1761732233376456000,1761732233374130000,2.326,117.000,1128,veh25,823695811#1,2904.790,1215.450,22.520,1436
1761732233376456000,1761732233374342000,2.114,117.000,1129,veh27,1244563476#1,2926.020,675.290,5.900,1436
1761732233376456000,1761732233374571000,1.885,117.000,1130,veh28,117032948#6,1633.440,1111.100,22.950,1436
1761732233376456000,1761732233374825000,1.631,117.000,1131,veh29,419667591#1,1077.500,506.140,12.130,1436
1761732233376456000,1761732233375083000,1.373,117.000,1132,veh3,:11460329415_3,1794.610,922.640,13.570,1436
1761732233376456000,1761732233375341000,1.115,117.000,1133,veh30,-215198291#1,1318.470,1315.900,6.240,1436
1761732233376456000,1761732233375650000,0.806,117.000,1134,veh31,-354533630,1265.920,1365.730,15.530,1436
1761732233376456000,1761732233375929000,0.527,117.000,1135,veh5,1212211114#1,1369.570,919.880,20.590,1436
1761732233376456000,1761732233376154000,0.302,117.000,1136,veh6,823695811#0,2986.090,1214.040,12.450,1436
1761732233376456000,1761732233376380000,0.076,117.000,1137,veh7,157809622#1,1811.160,1352.450,10.140,1436
1761732233397810000,1761732233392327000,5.483,118.000,1138,veh1,:1318414078_0,1585.430,1387.780,12.640,1437
1761732233397810000,1761732233392609000,5.201,118.000,1139,veh10,1234759458,1025.360,910.940,13.260,1437
1761732233397810000,1761732233392981000,4.829,118.000,1140,veh11,:1318409215_1,1943.490,1289.240,10.520,1437
1761732233397810000,1761732233393241000,4.569,118.000,1141,veh14,823695811#10,2286.420,1260.180,25.030,1437
1761732233397810000,1761732233393534000,4.276,118.000,1142,veh15,-1150602221#1,2595.760,959.850,10.100,1437
1761732233397810000,1761732233393874000,3.936,118.000,1143,veh17,-1150602221#1,2606.580,990.060,14.450,1437
1761732233397810000,1761732233394417000,3.393,118.000,1144,veh18,736935156#2,493.170,1250.330,22.040,1437
1761732233397810000,1761732233394661000,3.149,118.000,1145,veh2,-215198289#2,1144.700,1441.050,12.960,1437
1761732233397810000,1761732233394894000,2.916,118.000,1146,veh20,-1134175995,1122.290,1289.120,22.600,1437
1761732233397810000,1761732233395113000,2.697,118.000,1147,veh23,:7690525273_2,2915.990,1213.710,6.440,1437
1761732233397810000,1761732233395335000,2.475,118.000,1148,veh25,823695811#1,2880.200,1216.500,24.620,1437
1761732233397810000,1761732233395567000,2.243,118.000,1149,veh27,:11811012014_1,2919.050,678.060,7.750,1437
1761732233397810000,1761732233395832000,1.978,118.000,1150,veh28,117032948#6,1638.860,1133.620,23.160,1437
1761732233397810000,1761732233396092000,1.718,118.000,1151,veh29,419667591#1,1069.330,514.820,11.920,1437
1761732233397810000,1761732233396375000,1.435,118.000,1152,veh3,416318911#1,1799.180,910.170,13.280,1437
1761732233397810000,1761732233396676000,1.134,118.000,1153,veh30,:3547296559_3,1326.540,1312.740,8.670,1437
1761732233397810000,1761732233396939000,0.871,118.000,1154,veh31,-354533630,1279.970,1361.240,14.760,1437
1761732233397810000,1761732233397167000,0.643,118.000,1155,veh5,1212211114#1,1348.580,928.950,22.830,1437
1761732233397810000,1761732233397494000,0.316,118.000,1156,veh6,823695811#0,2972.150,1214.720,13.950,1437
1761732233397810000,1761732233397743000,0.067,118.000,1157,veh7,157809622#1,1816.610,1351.020,5.640,1437
1761732233416817000,1761732233411715000,5.102,119.000,1158,veh1,:1318414075_0,1583.360,1395.880,8.360,1459
1761732233416817000,1761732233411906000,4.911,119.000,1159,veh10,1234759458,1020.700,898.420,13.360,1459
1761732233416817000,1761732233412104000,4.713,119.000,1160,veh11,117032470#4,1931.770,1286.370,12.210,1459
1761732233416817000,1761732233412291000,4.526,119.000,1161,veh14,823695811#10,2260.860,1263.160,25.740,1459
1761732233416817000,1761732233412541000,4.276,119.000,1162,veh15,-1150602221#1,2599.530,970.070,10.900,1459
1761732233416817000,1761732233412797000,4.020,119.000,1163,veh17,:2246173354_6,2610.230,1001.360,11.880,1459
1761732233416817000,1761732233413041000,3.776,119.000,1164,veh18,736935156#2,512.350,1238.340,22.620,1459
1761732233416817000,1761732233413277000,3.540,119.000,1165,veh2,-215198289#2,1156.530,1438.100,12.200,1459
1761732233416817000,1761732233413525000,3.292,119.000,1166,veh20,:2246017050_7,1123.480,1312.200,23.110,1459
1761732233416817000,1761732233413784000,3.033,119.000,1167,veh23,823695811#1,2910.050,1215.230,6.300,1459
1761732233416817000,1761732233414092000,2.725,119.000,1168,veh25,823695811#2,2853.040,1216.750,27.160,1459
1761732233416817000,1761732233414352000,2.465,119.000,1169,veh27,:11036764990_1,2913.120,686.050,10.170,1459
1761732233416817000,1761732233414636000,2.181,119.000,1170,veh28,117032948#6,1644.650,1157.130,24.220,1459
1761732233416817000,1761732233414913000,1.904,119.000,1171,veh29,419667591#1,1060.980,523.700,12.180,1459
1761732233416817000,1761732233415258000,1.559,119.000,1172,veh3,416318911#1,1803.910,897.230,13.780,1459
1761732233416817000,1761732233415554000,1.263,119.000,1173,veh30,:3547296559_3,1334.610,1309.560,8.680,1459
1761732233416817000,1761732233415846000,0.971,119.000,1174,veh31,-354533630,1289.740,1358.110,10.260,1459
1761732233416817000,1761732233416169000,0.648,119.000,1175,veh5,1212211114#1,1327.270,938.170,23.190,1459
1761732233416817000,1761732233416503000,0.314,119.000,1176,veh6,823695811#0,2955.880,1215.290,16.290,1459
1761732233416817000,1761732233416747000,0.070,119.000,1177,veh7,:cluster_11032116989_11032121311_5,1824.430,1348.960,8.090,1459
1761732233438828000,1761732233432996000,5.832,120.000,1178,veh1,433544181,1576.470,1400.940,8.660,1544
1761732233438828000,1761732233433233000,5.595,120.000,1179,veh10,1234759458,1015.990,885.760,13.520,1544
1761732233438828000,1761732233433473000,5.355,120.000,1180,veh11,117032470#4,1918.330,1289.250,13.940,1544
1761732233438828000,1761732233433720000,5.108,120.000,1181,veh14,823695811#10,2235.750,1265.510,25.230,1544
1761732233438828000,1761732233433993000,4.835,120.000,1182,veh15,-1150602221#1,2603.310,980.770,11.350,1544
1761732233438828000,1761732233434234000,4.594,120.000,1183,veh17,-1150602221#0,2612.040,1008.650,7.510,1544
1761732233438828000,1761732233434485000,4.343,120.000,1184,veh18,736935156#2,530.760,1226.830,21.710,1544
1761732233438828000,1761732233434740000,4.088,120.000,1185,veh2,-215198289#2,1167.920,1435.270,11.730,1544
1761732233438828000,1761732233435011000,3.817,120.000,1186,veh20,-1112792867#5,1121.420,1335.230,23.130,1544
1761732233438828000,1761732233435236000,3.592,120.000,1187,veh23,823695811#1,2902.390,1215.560,7.660,1544
1761732233438828000,1761732233435450000,3.378,120.000,1188,veh25,823695811#3,2825.690,1216.800,27.350,1544
1761732233438828000,1761732233435667000,3.161,120.000,1189,veh27,1244563476#4,2913.710,697.350,11.610,1544
1761732233438828000,1761732233435938000,2.890,120.000,1190,veh28,117032948#6,1650.350,1180.320,23.870,1544
1761732233438828000,1761732233436221000,2.607,120.000,1191,veh29,419667591#1,1052.060,533.170,13.010,1544
1761732233438828000,1761732233437013000,1.815,120.000,1192,veh3,416318911#1,1808.470,884.780,13.250,1544
1761732233438828000,1761732233437313000,1.515,120.000,1193,veh30,-215198291#0,1338.500,1308.020,4.180,1544
1761732233438828000,1761732233437597000,1.231,120.000,1194,veh31,:cluster_2246072693_3602298720_8,1292.540,1353.220,5.760,1544
1761732233438828000,1761732233437861000,0.967,120.000,1195,veh32,-215198245,2759.070,1156.400,14.140,1544
1761732233438828000,1761732233438177000,0.651,120.000,1196,veh5,1212211114#1,1305.570,947.570,23.620,1544
1761732233438828000,1761732233438421000,0.407,120.000,1197,veh6,823695811#0,2939.040,1215.550,16.850,1544
1761732233438828000,1761732233438765000,0.063,120.000,1198,veh7,:cluster_11032116989_11032121311_5,1834.680,1346.260,10.600,1544
1761732233460803000,1761732233454455000,6.348,121.000,1199,veh1,433544181,1566.980,1406.090,10.800,1549
1761732233460803000,1761732233454813000,5.990,121.000,1200,veh10,1234759458,1011.750,872.460,13.970,1549
1761732233460803000,1761732233455087000,5.716,121.000,1201,veh11,:1318409229_0,1906.890,1299.890,15.890,1549
1761732233460803000,1761732233455375000,5.428,121.000,1202,veh14,:7691465708_1,2210.730,1266.320,25.040,1549
1761732233460803000,1761732233456287000,4.516,121.000,1203,veh15,-1150602221#1,2607.200,991.810,11.710,1549
1761732233460803000,1761732233456533000,4.270,121.000,1204,veh17,:3547295952_5,2611.480,1013.800,5.440,1549
1761732233460803000,1761732233456854000,3.949,121.000,1205,veh18,:11033780417_3,549.200,1215.300,21.750,1549
1761732233460803000,1761732233457180000,3.623,121.000,1206,veh2,-215198289#2,1179.840,1432.300,12.290,1549
1761732233460803000,1761732233457468000,3.335,121.000,1207,veh20,:11510277767_1,1119.210,1357.170,22.060,1549
1761732233460803000,1761732233457756000,3.047,121.000,1208,veh23,823695811#1,2893.400,1215.940,9.010,1549
1761732233460803000,1761732233458040000,2.763,121.000,1209,veh25,823695811#3,2799.330,1216.900,26.360,1549
1761732233460803000,1761732233458294000,2.509,121.000,1210,veh27,:3547295103_0,2916.680,705.180,8.680,1549
1761732233460803000,1761732233458525000,2.278,121.000,1211,veh28,117032948#6,1656.000,1203.510,23.870,1549
1761732233460803000,1761732233458744000,2.059,121.000,1212,veh29,419667591#1,1043.360,542.220,12.560,1549
1761732233460803000,1761732233458995000,1.808,121.000,1213,veh3,416318911#1,1813.200,871.890,13.740,1549
1761732233460803000,1761732233459277000,1.526,121.000,1214,veh30,:cluster_2246072684_3547296548_8,1343.890,1307.760,5.650,1549
1761732233460803000,1761732233459516000,1.287,121.000,1215,veh31,:cluster_2246072693_3602298720_8,1296.740,1352.940,6.070,1549
